time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
0.45,15.2359018,5.79716124,7.61150572,-0.11339872,0.48964529,-0.2914276,70.95166181,-3.73741574,2.4771032,38.64084031,-8.50966038,-7.06434757,0.0,66.85614218,-3.25811913,-33.89469358,51.44248508,-0.31734582,0.14305508,0.0,-47.60192665,13.30637273,12.93962434,75.0936273,-39.82897471,25.60237611,39.12405049,86.90278473,86.05615685,-11.7684182,12.48684531,112.98670289,77.01905372
0.4666667,13.70640876,5.85682973,7.99292499,-0.11689971,0.48339126,-0.28419093,73.47929189,-3.58597767,2.84674884,40.39816389,-8.39013802,-7.57766888,0.0,68.83409865,-3.2496887,-33.69936643,51.03289736,-1.49803074,-0.61087775,0.0,-46.57103001,13.07155687,15.33136146,77.30097161,-38.74773682,25.534648,37.50342333,87.03099761,93.07557787,-10.57273831,14.00288983,110.18213727,77.24179386
0.4833333,13.50861966,6.25732222,8.84277756,-0.12246497,0.48817436,-0.28247512,73.30756613,-4.197047,3.88732954,39.75253533,-8.76200172,-8.24338247,0.0,69.33428946,-2.28009577,-33.67264262,49.98375497,-2.31070955,-0.41319073,0.0,-47.28124659,13.05479154,17.47600614,80.17828155,-38.06757359,24.91857872,34.76395032,87.04994912,99.98809787,-8.74323832,15.68573995,106.05103002,77.5070367
0.5,13.08340892,6.53059773,9.69590226,-0.12404432,0.4867944,-0.27826446,73.92368056,-4.63668386,4.9654737,40.26364391,-8.62822757,-8.69761427,0.0,69.95388413,-1.64279482,-33.10852707,49.37612939,-3.37604757,-0.51330429,0.0,-48.14570382,12.7193173,19.46729351,83.16984298,-37.32005015,24.77284161,32.69736995,87.01701259,107.62277839,-7.02255751,18.00432748,100.97493379,77.78743811
0.5166667,11.92156998,7.05752039,10.37518691,-0.11794742,0.48849304,-0.28169665,75.58608594,-5.15846989,6.18108119,42.14161618,-9.10288325,-11.17037513,0.0,70.88376024,-0.7813832,-33.52796027,49.34747778,-5.93735824,-1.76271955,0.0,-48.1907647,12.31035467,21.236763,85.2772562,-37.44420419,24.85520333,31.00818455,86.88850299,113.26568013,-5.44312123,19.89741214,98.110325,78.03299442
0.5333333,10.88857161,7.75460254,10.66488874,-0.11211918,0.49271753,-0.28043396,76.90383965,-5.56986766,7.16704387,43.70873074,-9.57232928,-14.24998582,0.0,71.36397848,-0.47997507,-34.25842,49.54428491,-6.62425702,-2.00557806,0.0,-48.45493011,11.56715054,23.11974264,86.7913735,-37.64620976,24.93187658,29.52120529,86.57916757,118.32573115,-3.89966232,21.86151462,95.30754956,78.28257998
0.55,9.92082079,8.5565865,11.10504932,-0.11386468,0.49223003,-0.27875981,77.80183394,-6.39606115,7.15741071,44.29397964,-10.43857832,-17.34536108,0.0,71.61855703,0.55705332,-34.48185513,48.15074827,-8.93891619,-2.94600791,0.0,-48.79938525,10.7780852,24.4844076,88.27241032,-37.76891763,24.74416449,28.18652823,86.0252605,122.99635527,-2.47065855,23.80115131,92.11756839,78.46740526
0.5666667,9.13440928,9.77936891,11.32616622,-0.1191361,0.4856445,-0.27957538,78.86759081,-7.416365,7.32683389,45.40938832,-12.47377899,-23.20763259,0.0,72.19684491,2.03179242,-34.27896809,48.64999302,-16.22222174,-7.20487805,0.0,-49.38311587,9.48579812,25.13325342,90.55247751,-37.52715249,24.78382159,26.72604721,84.91237135,128.7507456,-1.1226881,26.41985854,87.0935931,78.47636419
0.5833333,9.55333221,10.26867641,11.05587452,-0.11740297,0.48960488,-0.2793055,78.86047159,-6.97687492,7.63635267,45.7791914,-12.13947252,-23.27593074,0.0,71.21942252,2.62336492,-33.64836617,47.57244787,-15.97827382,-6.48144348,0.0,-51.33002637,8.71821652,26.44344439,92.94107568,-37.76092786,25.03186369,25.43661905,83.6412183,134.19020142,0.21329064,28.9283665,82.06805965,78.27151701
0.6,10.17952455,10.10932396,11.26124417,-0.12034059,0.49336994,-0.2776998,77.76759562,-6.92957871,7.81183184,44.25394337,-11.84849865,-20.56445046,0.0,70.64583307,3.00926183,-32.7320833,47.04421819,-13.51193752,-5.10603364,0.0,-53.84219419,8.86797407,27.58603264,95.88860958,-37.87680994,26.47254965,24.61707623,81.72015557,139.74410606,1.14333856,31.80914981,77.30694839,77.57868812
0.6166667,9.86782474,10.27454852,11.39947391,-0.1156972,0.49181725,-0.2786307,78.23904416,-6.89143695,7.94188269,44.61601697,-10.83507114,-19.30498533,0.0,70.99453531,3.19297893,-32.53144102,47.07515961,-11.52050621,-4.88059519,0.0,-55.31118711,8.96582862,28.43878547,98.39003932,-37.87017912,27.85955569,24.16749216,79.77338301,143.8751796,1.33535638,34.08168832,73.42355402,76.61389713
0.6333333,8.71458641,10.30877512,11.36150599,-0.10628383,0.4940198,-0.27998781,79.32062521,-6.79298558,7.86659497,45.16141829,-9.6922487,-17.60194672,0.0,72.31875932,2.90141477,-32.31231202,47.82890217,-9.44879944,-3.34202781,0.0,-55.77784755,9.08201318,29.24550346,99.61089964,-38.17712055,28.88758097,24.76671809,76.98214658,146.65016448,1.26658148,36.21442321,71.34215781,75.15693258
0.65,7.6716685,10.34573833,11.2605763,-0.1091801,0.48877478,-0.28225026,80.46197492,-6.84117507,7.97392034,45.35752311,-9.83467402,-17.16790031,0.0,73.75542234,3.03595408,-31.77205018,48.46415043,-9.70780029,-4.10420687,0.0,-56.50265065,9.30373996,29.42779519,101.5360967,-37.38010378,29.96701269,24.77872026,74.59274509,150.05374535,1.03347272,38.66552676,67.89977681,73.72613061
0.6666667,6.93868092,10.31766039,10.79476063,-0.11053518,0.48423945,-0.27932653,81.57320319,-6.38969117,7.86464463,45.70661807,-9.1163263,-16.71744296,0.0,75.34959096,2.74636687,-30.81481775,49.54007036,-7.62557682,-3.31426016,0.0,-57.81809479,9.23897417,29.23602886,103.82088399,-35.9062013,31.51364524,24.9091726,72.20114113,153.78411025,0.47512737,41.50492694,64.04941589,71.94842018
0.6833333,6.14761766,10.3789618,9.90206845,-0.10911199,0.48412397,-0.27930972,82.57227747,-5.75772328,8.39893329,46.34465244,-9.77813632,-18.50839449,0.0,76.63092258,2.1194411,-30.05963014,49.84010105,-7.65457072,-3.87983104,0.0,-59.17255904,8.96630083,29.07801364,106.18663201,-34.06520626,33.07071444,24.54285709,69.87063588,156.48390113,-0.14243322,43.56027878,61.01046436,69.78854628
0.7,5.10322895,10.54941765,9.42072575,-0.09619712,0.4890517,-0.27662381,83.46036738,-5.72723236,8.51878259,47.10799503,-11.05784856,-23.22801203,0.0,77.12566375,1.65640132,-29.6911973,49.57994857,-8.42294284,-4.94790273,0.0,-59.99133063,9.13014758,28.58118226,106.46258386,-32.67302619,33.04569708,25.54082101,69.25309051,156.72115724,-0.80001784,42.99169741,60.76177873,69.17583249
0.7166667,4.34576322,10.30034137,8.72034908,-0.09607771,0.47670096,-0.28005735,84.97631137,-5.40450846,7.50342727,47.97866033,-10.6776409,-25.24200171,0.0,78.81601076,0.6380202,-29.07005811,50.99792251,-7.6848324,-5.08501933,0.0,-60.46734372,9.33149772,28.00358856,106.5840585,-31.08379275,32.4497038,25.92499802,68.09406099,157.14235032,-0.57594809,43.17659057,58.20867893,68.12594107
0.7333333,3.75460733,9.93732843,8.85845617,-0.0917131,0.46931191,-0.28433269,86.8286019,-5.80255678,6.59394022,49.13530249,-11.08987973,-25.97547423,0.0,81.45165807,0.35642469,-28.78743357,52.40742887,-9.05664127,-6.76608492,0.0,-60.98938599,10.59052446,26.58293134,106.53259677,-29.59586411,32.32844135,26.75907521,67.69669925,157.76645888,-1.08227985,43.25932665,56.06476839,67.60123585
0.75,3.09659328,9.07028382,9.10570915,-0.08511738,0.46290334,-0.2892038,88.8072601,-6.24176529,5.74402525,50.72582561,-10.47487909,-25.6150736,0.0,83.96750888,0.30921672,-27.94820192,54.0480207,-11.90143544,-8.72441973,0.0,-61.20626252,12.33170096,24.91863708,105.50083006,-28.08016711,32.11315115,27.62842459,67.41981646,157.79601719,-1.48733434,43.27935415,54.15971779,67.17288628
0.7666667,2.24685725,7.80537139,8.76096265,-0.06982818,0.44934868,-0.29252611,92.16263972,-5.63980404,4.82715198,55.03729075,-7.59703882,-23.22671781,0.0,87.4954394,-1.11671111,-27.29717482,58.42370795,-10.85841047,-9.61295799,0.0,-60.62142244,13.71087532,22.98179092,101.97563754,-26.70616779,28.78645269,30.80917367,66.5928972,157.72088674,-1.85361739,44.42455667,51.99631244,65.97562174
0.7833333,1.39028706,6.76211972,8.13338696,-0.06838245,0.44114398,-0.29027785,94.71171676,-4.78643905,4.41899099,57.24277123,-7.045977,-20.82659785,0.0,90.16792914,-2.59214542,-26.72689556,61.82666734,-8.34814204,-8.80071324,0.0,-60.34419808,14.47233415,20.71582492,98.66128546,-25.08180113,26.79311438,33.15932118,66.849493,157.49922256,-2.06343758,44.7218221,50.03605214,65.12220219
0.8,0.28789374,5.83619861,7.24671767,-0.06028567,0.4359841,-0.28942111,97.29221063,-3.63301067,2.73091354,59.31232905,-5.72028806,-17.84014602,0.0,92.37179293,-4.23909536,-26.00815538,64.04318133,-6.94778956,-8.37655917,0.0,-59.81871534,14.80993865,18.80194536,95.23378686,-23.94326654,26.0251183,34.97304373,67.37135353,156.02753676,-2.1728741,43.82239163,49.0284638,64.65062992
0.8166667,-0.6189869,5.04952812,6.63976118,-0.0579772,0.43128772,-0.28326887,98.67047722,-2.83133505,1.679745,59.53839101,-5.49808592,-16.0822182,0.0,94.37079596,-5.96734049,-25.08473236,66.90282104,-6.46573453,-7.81684004,0.0,-59.68526001,14.82793108,16.68720232,91.72182191,-22.64578548,24.33424528,37.72654141,67.93444711,155.25702591,-1.88075938,42.7040144,47.51434102,64.19674659
0.8333333,-0.81549786,4.55795568,6.1885369,-0.0523817,0.42702728,-0.28105924,99.1996683,-2.16286672,0.57034437,59.51110983,-5.56286006,-14.63428844,0.0,95.08664494,-7.43011421,-25.02633239,68.79585411,-5.11425234,-7.03149033,0.0,-60.00584826,14.77959786,15.10717816,88.50726916,-22.02463607,21.84531958,39.73748839,68.92429977,153.15974867,-0.92932975,39.60827637,47.01605652,63.61423618
0.85,-1.37649593,3.8621263,5.68467735,-0.04852265,0.4143182,-0.27992427,100.8498803,-1.65400603,-0.83912904,60.21194709,-5.03949289,-13.03178639,0.0,97.11431118,-9.03801318,-24.69715421,71.10206473,-2.1294332,-5.09956297,0.0,-59.41028422,14.74278059,13.84094513,85.37138269,-21.57123304,20.84089563,41.31700236,70.26596697,151.07548472,-0.14421743,36.93293855,46.98133213,63.13682885
0.8666667,-2.33379313,3.44620401,5.19749127,-0.03461504,0.4152556,-0.28226203,102.62833752,-1.39597064,-1.51207267,61.89773204,-3.90075574,-11.42364304,0.0,99.27916666,-10.61031556,-25.20102931,73.36809555,0.76447093,-2.66461774,0.0,-57.8884885,14.84587979,13.27095881,81.16279503,-22.21847582,18.90908655,43.30347692,71.62429629,146.94741467,1.24851761,32.70271379,49.03033103,62.86315776
0.8833333,-3.24673003,3.23491122,4.93971485,-0.03494865,0.41827207,-0.27360711,103.41595803,-1.03864418,-2.06266918,62.74225772,-2.90761508,-10.36137468,0.0,100.0523061,-12.16193572,-25.72793859,74.25887584,1.72761071,-1.09109519,0.0,-56.90681665,14.65179085,12.57257219,77.42485417,-21.60263084,16.36465644,44.76344107,73.04744618,143.57235987,3.33265526,27.85740003,50.61418724,62.91598025
0.9,-3.63912665,2.90299937,4.68032201,-0.03443989,0.41514522,-0.27231532,103.80856526,-0.80546389,-2.68160988,63.18476866,-2.0630839,-9.94719369,0.0,100.17320438,-13.3261817,-26.02725851,74.59296383,1.83978805,-0.23206511,0.0,-56.27193229,14.74823239,11.91960891,74.46317175,-20.83270184,14.8968238,46.09718252,74.62594513,140.72925668,5.3027362,23.8395668,51.48012954,63.1896259
0.9166667,-3.99231846,2.64395869,4.53784121,-0.03109477,0.42008904,-0.26806791,103.90195202,-0.48329143,-3.34020812,63.01069576,-2.20180591,-9.02023677,0.0,99.81851418,-14.57250001,-26.67313202,74.32036559,2.02504066,0.79546614,0.0,-55.9491931,14.69000123,11.75130927,71.23863125,-20.13499445,12.29345393,47.83264218,76.49986891,138.46347355,7.48235351,20.26066613,52.38942897,63.80564473
0.9333333,-4.03841697,2.32554573,4.16566471,-0.03176969,0.41600492,-0.2680492,104.2184821,-0.08201652,-3.77537227,63.37499785,-2.16547092,-8.73902477,0.0,100.07747463,-15.82066689,-27.03833904,74.62019023,3.91271929,4.2704552,0.0,-55.62955662,14.73392039,11.45542811,68.99835044,-19.031934,11.43293359,48.42712694,78.4100488,137.05330418,9.3634642,17.98716844,51.55172406,64.46928307
0.95,-4.24632771,2.21205431,3.65121642,-0.02731241,0.4196233,-0.27230976,104.29752313,0.05600763,-4.07890668,63.34303558,-2.10521824,-7.70358465,0.0,100.13374573,-16.97142319,-27.74905862,75.07485328,6.63183056,7.41667038,0.0,-55.06044585,14.97338444,10.85783147,66.53353689,-17.92609776,11.58305194,48.75534795,78.84215632,135.53458749,10.23406106,17.83591522,51.49711965,64.64218401
0.9666667,-4.80503014,2.43473045,2.80025013,-0.02279304,0.4216816,-0.27114008,104.62526793,0.50768486,-4.65713522,63.47583535,-1.53972869,-6.03783202,0.0,100.29538183,-18.52304162,-28.25247109,75.67608979,8.85666283,10.5109885,0.0,-53.79255001,14.63418792,11.83600897,61.36431957,-17.86323133,6.938621,51.71294554,84.55766195,132.35226051,12.99666645,14.28376113,52.47377909,67.60422016
