time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
0.6333333,14.49561771,-3.01913691,0.60223999,0.09542928,0.51276808,-0.01231336,49.66104544,-20.70285722,-1.94557829,135.86330395,35.01623234,-4.79488658,0.0,78.2088237,1.49060142,-0.31310273,44.955203,-12.37585663,-20.5089399,0.0,-38.41222115,1.51492164,37.08480379,54.51233825,1.84138818,71.3404446,12.78142769,57.36539235,6.92060407,-35.65272549,48.23198149,52.64975556,48.52115889
0.65,14.41958392,-3.55797155,0.10700472,0.09920581,0.51376718,-0.00955768,49.61322996,-20.10625158,-2.21121847,135.80381306,34.77247379,-5.1112046,0.0,78.02433865,0.88951299,0.24696543,44.22926678,-12.59233383,-20.65937813,0.0,-37.36317272,2.39593171,36.43798507,54.28954038,1.97378369,72.05079173,13.44568386,57.23353916,3.7415953,-36.48368036,49.11854037,51.81705956,48.35747983
0.6666667,14.67382279,-4.15608263,-0.23869412,0.09580818,0.51740636,-0.00812254,48.81442924,-19.0115804,-3.30162546,134.62916767,35.04844399,-5.89150045,0.0,76.87964413,0.25587102,0.88690546,42.99578158,-12.08618444,-20.52996675,0.0,-36.95383346,3.23742547,34.97235556,56.19780154,1.87689289,79.21729337,14.67300904,55.78783421,1.1201465,-36.18353955,46.18474284,51.6953727,46.15771877
0.6833333,14.70237563,-4.68657286,-0.82242199,0.09329722,0.51441485,-0.00606486,48.39880103,-18.12183977,-3.70227106,134.47938861,36.06831886,-6.15574064,0.0,76.78478029,-0.47272179,1.63931255,42.57157334,-11.8966177,-20.5663511,0.0,-36.14730942,3.8685295,34.40285588,58.01458117,1.54026464,79.34239354,14.6239603,55.50216392,0.94063918,-36.03573375,46.56299475,51.9474975,46.20696175
0.7,15.21465576,-5.52576338,-1.06755631,0.09487549,0.51319631,-0.00261873,47.56854505,-16.88763862,-4.8832381,134.30020185,36.36867998,-7.75964768,0.0,76.48978581,-1.30960175,2.46798333,42.79081026,-10.65718488,-20.22169659,0.0,-35.5687491,4.76421408,33.9488886,60.43747705,0.76264492,81.71985691,15.55586271,54.77001185,1.00698219,-36.51362645,48.26933208,52.61844357,46.1224082
0.7166667,15.37553649,-6.20871567,-1.58411483,0.09692045,0.5180287,-0.0026475,46.49712729,-15.71443075,-5.73234873,133.62335111,36.79448094,-8.08222034,0.0,76.03899583,-2.20953176,2.86536017,42.46648408,-9.76513526,-20.2521402,0.0,-34.53105265,5.42017891,33.61349358,62.85083301,-0.37334915,85.41953174,16.33219628,53.58892554,2.75613897,-36.12919375,50.86232867,52.30635755,45.98689886
0.7333333,15.10454896,-6.68937479,-2.24750152,0.09229941,0.51370928,-0.00155107,47.10924352,-14.73502476,-6.14369939,133.54894871,37.61466907,-8.31205736,0.0,76.79180004,-2.96754686,3.54045806,43.33584523,-9.22485748,-20.03514488,0.0,-33.37330852,5.87939682,32.98218459,65.85681079,-0.86861288,86.17296184,16.07696359,53.10421992,5.23454167,-36.06903558,50.93258056,54.58031534,46.24078952
0.75,15.55991697,-6.63973557,-2.70614865,0.08822729,0.51658993,-0.00437609,47.11801549,-15.05232833,-5.33868477,133.86525347,35.40761606,-8.9041717,0.0,76.68354782,-2.95446668,4.12577855,43.99322075,-9.51358145,-20.75682386,0.0,-33.1434832,5.75385755,31.53791601,70.13094696,-1.90514153,92.31319644,17.29155774,52.02408199,8.1522834,-35.77496981,52.48389121,55.72939783,47.07911412
0.7666667,16.71768901,-6.86089213,-2.75936224,0.08033601,0.52350758,-0.00393969,46.24465204,-14.59454736,-5.75343965,132.87897603,34.306559,-8.7756113,0.0,75.05977338,-3.10847868,4.41716973,43.45993164,-11.12250236,-21.04984096,0.0,-34.44072418,5.65158607,29.67679781,75.2666392,-2.49665257,95.236872,18.54138342,51.57266829,10.7661106,-35.26860749,52.9612257,56.11821441,47.3803808
0.7833333,17.60306485,-6.71794615,-3.28296479,0.07468686,0.52389865,-0.00379075,46.47767375,-14.242936,-5.33615865,132.78953841,32.1071576,-10.20415147,0.0,73.66542988,-3.49528024,4.35919379,42.87550232,-11.85352886,-20.86768222,0.0,-35.47734748,4.8938054,28.33231982,81.51777834,-3.94237599,101.12326572,20.80617523,50.40648691,18.07701608,-33.00101923,51.79225198,56.05459887,49.20060733
